time_iso8601,forks_cumulative
2026-07-16 00:00:00+00:00,1
2026-07-23 00:00:00+00:00,2
2026-07-24 00:00:00+00:00,3
2026-08-03 00:00:00+00:00,5
2026-08-06 00:00:00+00:00,7
2026-08-09 00:00:00+00:00,8
