time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,524,71,3,1
2026-08-03 00:00:00+00:00,148,70,0,0
2026-08-04 00:00:00+00:00,1,1,0,0
2026-08-05 00:00:00+00:00,3,3,0,0
2026-08-06 00:00:00+00:00,7,4,4,1
2026-08-07 00:00:00+00:00,2,1,0,0
2026-08-08 00:00:00+00:00,1,1,0,0
2026-08-09 00:00:00+00:00,3,2,0,0
2026-08-10 00:00:00+00:00,1,1,0,0
2026-08-11 00:00:00+00:00,0,0,0,0
2026-08-12 00:00:00+00:00,0,0,0,0
2026-08-13 00:00:00+00:00,17,12,0,0
2026-08-14 00:00:00+00:00,0,0,0,0
2026-08-15 00:00:00+00:00,1,1,0,0
