time_iso8601,stars_cumulative
2023-07-31 00:00:00+00:00,1
2023-08-02 00:00:00+00:00,2
2023-10-17 00:00:00+00:00,10
2023-10-24 00:00:00+00:00,11
2023-10-26 00:00:00+00:00,12
