time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-15 00:00:00+00:00,6,4,3.0,2.0
2023-12-16 00:00:00+00:00,11,7,1.0,1.0
2023-12-17 00:00:00+00:00,7,5,3.0,1.0
2023-12-18 00:00:00+00:00,8,6,7.0,5.0
2023-12-19 00:00:00+00:00,8,6,2.0,1.0
2023-12-20 00:00:00+00:00,5,3,1.0,1.0
2023-12-21 00:00:00+00:00,7,5,1.0,1.0
2023-12-22 00:00:00+00:00,8,6,,
2023-12-23 00:00:00+00:00,8,5,,
2023-12-24 00:00:00+00:00,7,5,,
2023-12-25 00:00:00+00:00,9,7,1.0,1.0
2023-12-26 00:00:00+00:00,8,6,5.0,1.0
2023-12-27 00:00:00+00:00,10,8,3.0,3.0
2023-12-28 00:00:00+00:00,4,2,9.0,1.0
