time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-22 00:00:00+00:00,7,5,3.0,1.0
2024-02-23 00:00:00+00:00,7,5,1.0,1.0
2024-02-24 00:00:00+00:00,8,5,,
2024-02-25 00:00:00+00:00,6,4,,
2024-02-26 00:00:00+00:00,9,7,1.0,1.0
2024-02-27 00:00:00+00:00,6,4,,
2024-02-28 00:00:00+00:00,5,3,,
2024-02-29 00:00:00+00:00,7,5,2.0,1.0
2024-03-01 00:00:00+00:00,8,6,4.0,4.0
2024-03-02 00:00:00+00:00,7,4,,
2024-03-03 00:00:00+00:00,8,5,11.0,1.0
2024-03-04 00:00:00+00:00,11,8,,
2024-03-05 00:00:00+00:00,7,4,,
2024-03-06 00:00:00+00:00,6,4,8.0,3.0
