time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-18 00:00:00+00:00,8,6,1.0,1.0
2023-11-19 00:00:00+00:00,7,6,1.0,1.0
2023-11-20 00:00:00+00:00,7,6,,
2023-11-21 00:00:00+00:00,8,7,3.0,1.0
2023-11-22 00:00:00+00:00,7,5,2.0,1.0
2023-11-23 00:00:00+00:00,8,6,2.0,1.0
2023-11-24 00:00:00+00:00,6,4,3.0,1.0
2023-11-25 00:00:00+00:00,8,5,1.0,1.0
2023-11-26 00:00:00+00:00,9,6,2.0,1.0
2023-11-27 00:00:00+00:00,8,6,2.0,1.0
2023-11-28 00:00:00+00:00,7,5,13.0,3.0
2023-11-29 00:00:00+00:00,5,3,19.0,3.0
2023-11-30 00:00:00+00:00,8,6,6.0,4.0
2023-12-01 00:00:00+00:00,7,5,1.0,1.0
