time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-23 00:00:00+00:00,9,2,,
2024-04-24 00:00:00+00:00,8,1,1.0,1.0
2024-04-25 00:00:00+00:00,8,1,,
2024-04-26 00:00:00+00:00,12,2,3.0,1.0
2024-04-27 00:00:00+00:00,9,2,,
2024-04-28 00:00:00+00:00,8,1,3.0,1.0
2024-04-29 00:00:00+00:00,8,1,19.0,3.0
2024-04-30 00:00:00+00:00,11,2,1.0,1.0
2024-05-01 00:00:00+00:00,8,1,2.0,2.0
2024-05-02 00:00:00+00:00,9,1,13.0,1.0
2024-05-03 00:00:00+00:00,10,1,,
2024-05-04 00:00:00+00:00,9,2,,
2024-05-05 00:00:00+00:00,8,1,,
2024-05-06 00:00:00+00:00,9,2,,
