time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-27 00:00:00+00:00,9,1,4.0,1.0
2023-10-28 00:00:00+00:00,14,2,7.0,1.0
2023-10-29 00:00:00+00:00,8,1,8.0,3.0
2023-10-30 00:00:00+00:00,59,12,38.0,1.0
2023-10-31 00:00:00+00:00,8,1,21.0,1.0
2023-11-01 00:00:00+00:00,11,3,1.0,1.0
2023-11-02 00:00:00+00:00,9,2,9.0,4.0
2023-11-03 00:00:00+00:00,10,2,,
2023-11-04 00:00:00+00:00,8,1,,
2023-11-05 00:00:00+00:00,9,2,,
2023-11-06 00:00:00+00:00,9,2,,
2023-11-07 00:00:00+00:00,8,1,1.0,1.0
2023-11-08 00:00:00+00:00,8,1,3.0,1.0
2023-11-09 00:00:00+00:00,8,1,20.0,1.0
