time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-10 00:00:00+00:00,85,3,19,5
2024-01-11 00:00:00+00:00,41,3,23,3
2024-01-12 00:00:00+00:00,7,1,14,4
2024-01-13 00:00:00+00:00,8,2,29,1
2024-01-14 00:00:00+00:00,8,3,4,3
2024-01-15 00:00:00+00:00,8,3,25,1
2024-01-16 00:00:00+00:00,6,1,52,4
2024-01-17 00:00:00+00:00,6,1,120,4
2024-01-18 00:00:00+00:00,7,2,11,5
2024-01-19 00:00:00+00:00,26,5,18,5
2024-01-20 00:00:00+00:00,10,4,5,2
2024-01-21 00:00:00+00:00,8,2,8,2
2024-01-22 00:00:00+00:00,60,12,86,7
2024-01-23 00:00:00+00:00,9,3,21,3
