time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-10 00:00:00+00:00,9,3,34,10
2024-05-11 00:00:00+00:00,6,1,7,2
2024-05-12 00:00:00+00:00,6,1,8,2
2024-05-13 00:00:00+00:00,9,4,146,8
2024-05-14 00:00:00+00:00,6,1,7,3
2024-05-15 00:00:00+00:00,6,1,13,4
2024-05-16 00:00:00+00:00,6,1,16,4
2024-05-17 00:00:00+00:00,7,1,2,1
2024-05-18 00:00:00+00:00,6,1,24,3
2024-05-19 00:00:00+00:00,7,2,3,1
2024-05-20 00:00:00+00:00,8,3,10,2
2024-05-21 00:00:00+00:00,6,1,16,2
2024-05-22 00:00:00+00:00,6,1,10,2
2024-05-23 00:00:00+00:00,6,1,6,3
