time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,7,2,2,2
2026-08-27 00:00:00+00:00,9,4,1,1
2026-08-28 00:00:00+00:00,9,4,0,0
2026-08-29 00:00:00+00:00,6,1,3,3
2026-08-30 00:00:00+00:00,10,3,4,4
2026-08-31 00:00:00+00:00,33,27,0,0
2026-09-01 00:00:00+00:00,9,3,2,2
2026-09-02 00:00:00+00:00,44,6,8,4
2026-09-03 00:00:00+00:00,160,8,9,4
2026-09-04 00:00:00+00:00,23,6,1,1
2026-09-05 00:00:00+00:00,10,2,2,2
2026-09-06 00:00:00+00:00,30,20,4,2
2026-09-07 00:00:00+00:00,23,17,1,1
2026-09-08 00:00:00+00:00,15,9,0,0
