url_path,views_total,views_unique
/nanlabs/devops-reference/tree/main/examples,23,8
/nanlabs/devops-reference,21,12
/nanlabs/devops-reference/tree/main/examples/serverless/serverless-rds-postgres,21,6
/nanlabs/devops-reference/tree/main/examples/kubernetes-ingress-example,16,1
/nanlabs/devops-reference/tree/main/examples/serverless-rds-postgres,11,3
/nanlabs/devops-reference/tree/main/examples/aws-cloudwatch-evidently,10,3
/nanlabs/devops-reference/blob/main/examples/serverless-sqs-python/serverless.yml,10,2
/nanlabs/devops-reference/tree/main/examples/serverless-rds-postgres-vpc-plugin,10,2
/nanlabs/devops-reference/tree/main/examples/serverless/serverless-middy,9,4
/nanlabs/devops-reference/tree/main/examples/serverless/serverless-middy-custom-middleware,9,4
