time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-03 00:00:00+00:00,10,3,8.0,2.0
2023-11-04 00:00:00+00:00,6,1,,
2023-11-05 00:00:00+00:00,26,7,13.0,1.0
2023-11-06 00:00:00+00:00,10,4,11.0,4.0
2023-11-07 00:00:00+00:00,6,1,18.0,6.0
2023-11-08 00:00:00+00:00,6,1,34.0,4.0
2023-11-09 00:00:00+00:00,21,5,36.0,7.0
2023-11-10 00:00:00+00:00,27,2,45.0,6.0
2023-11-11 00:00:00+00:00,8,3,11.0,1.0
2023-11-12 00:00:00+00:00,7,2,7.0,2.0
2023-11-13 00:00:00+00:00,8,3,3.0,1.0
2023-11-14 00:00:00+00:00,6,1,16.0,8.0
2023-11-15 00:00:00+00:00,7,2,67.0,9.0
2023-11-16 00:00:00+00:00,6,1,62.0,5.0
