time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-16 00:00:00+00:00,6,1,52.0,4.0
2024-01-17 00:00:00+00:00,6,1,120.0,4.0
2024-01-18 00:00:00+00:00,7,2,11.0,5.0
2024-01-19 00:00:00+00:00,26,5,18.0,5.0
2024-01-20 00:00:00+00:00,10,4,5.0,2.0
2024-01-21 00:00:00+00:00,8,2,8.0,2.0
2024-01-22 00:00:00+00:00,60,12,86.0,7.0
2024-01-23 00:00:00+00:00,9,3,21.0,3.0
2024-01-24 00:00:00+00:00,8,2,5.0,1.0
2024-01-25 00:00:00+00:00,13,2,94.0,5.0
2024-01-26 00:00:00+00:00,7,1,20.0,3.0
2024-01-27 00:00:00+00:00,7,2,,
2024-01-28 00:00:00+00:00,9,3,5.0,1.0
2024-01-29 00:00:00+00:00,7,2,54.0,1.0
