time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-25 00:00:00+00:00,6,1,,
2024-05-26 00:00:00+00:00,6,1,5.0,1.0
2024-05-27 00:00:00+00:00,9,3,1.0,1.0
2024-05-28 00:00:00+00:00,19,4,66.0,2.0
2024-05-29 00:00:00+00:00,7,2,,
2024-05-30 00:00:00+00:00,8,2,10.0,2.0
2024-05-31 00:00:00+00:00,7,1,,
2024-06-01 00:00:00+00:00,6,1,,
2024-06-02 00:00:00+00:00,7,2,3.0,2.0
2024-06-03 00:00:00+00:00,7,2,71.0,6.0
2024-06-04 00:00:00+00:00,7,2,1.0,1.0
2024-06-05 00:00:00+00:00,6,1,35.0,3.0
2024-06-06 00:00:00+00:00,6,1,16.0,2.0
2024-06-07 00:00:00+00:00,7,1,34.0,3.0
