time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-21 00:00:00+00:00,4,1,,
2024-08-22 00:00:00+00:00,4,1,18.0,1.0
2024-08-23 00:00:00+00:00,7,4,4.0,3.0
2024-08-24 00:00:00+00:00,4,1,,
2024-08-25 00:00:00+00:00,5,1,,
2024-08-26 00:00:00+00:00,8,5,1.0,1.0
2024-08-27 00:00:00+00:00,7,4,,
2024-08-28 00:00:00+00:00,4,1,24.0,1.0
2024-08-29 00:00:00+00:00,5,2,,
2024-08-30 00:00:00+00:00,5,2,1.0,1.0
2024-08-31 00:00:00+00:00,6,3,,
2024-09-01 00:00:00+00:00,5,1,19.0,1.0
2024-09-02 00:00:00+00:00,4,1,11.0,3.0
2024-09-03 00:00:00+00:00,4,1,,
