time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-15 00:00:00+00:00,4,1,1.0,1.0
2025-03-16 00:00:00+00:00,5,1,,
2025-03-17 00:00:00+00:00,5,2,8.0,2.0
2025-03-18 00:00:00+00:00,32,5,33.0,4.0
2025-03-19 00:00:00+00:00,167,5,47.0,3.0
2025-03-20 00:00:00+00:00,30,4,54.0,2.0
2025-03-21 00:00:00+00:00,22,6,12.0,2.0
2025-03-22 00:00:00+00:00,9,5,,
2025-03-23 00:00:00+00:00,5,1,3.0,1.0
2025-03-24 00:00:00+00:00,5,2,,
2025-03-25 00:00:00+00:00,5,2,6.0,2.0
2025-03-26 00:00:00+00:00,4,1,2.0,2.0
2025-03-27 00:00:00+00:00,5,2,6.0,1.0
2025-03-28 00:00:00+00:00,4,1,1.0,1.0
