time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-18 00:00:00+00:00,9,2,13.0,5.0
2024-01-19 00:00:00+00:00,113,2,16.0,4.0
2024-01-20 00:00:00+00:00,20,3,4.0,1.0
2024-01-21 00:00:00+00:00,6,3,1.0,1.0
2024-01-22 00:00:00+00:00,38,9,51.0,3.0
2024-01-23 00:00:00+00:00,7,3,8.0,3.0
2024-01-24 00:00:00+00:00,5,2,,
2024-01-25 00:00:00+00:00,4,1,1.0,1.0
2024-01-26 00:00:00+00:00,5,2,1.0,1.0
2024-01-27 00:00:00+00:00,7,3,,
2024-01-28 00:00:00+00:00,5,2,2.0,1.0
2024-01-29 00:00:00+00:00,6,3,,
2024-01-30 00:00:00+00:00,4,1,50.0,3.0
2024-01-31 00:00:00+00:00,4,1,8.0,2.0
