time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-30 00:00:00+00:00,72,35,3,2
2026-07-31 00:00:00+00:00,46,11,6,1
2026-08-01 00:00:00+00:00,13,7,0,0
2026-08-02 00:00:00+00:00,7,4,6,1
2026-08-03 00:00:00+00:00,7,4,5,5
2026-08-04 00:00:00+00:00,38,9,0,0
2026-08-05 00:00:00+00:00,124,14,4,1
2026-08-06 00:00:00+00:00,219,29,8,5
2026-08-07 00:00:00+00:00,10,7,16,4
2026-08-08 00:00:00+00:00,18,10,26,3
2026-08-09 00:00:00+00:00,5,2,3,1
2026-08-10 00:00:00+00:00,26,14,0,0
2026-08-11 00:00:00+00:00,13,5,1,1
2026-08-12 00:00:00+00:00,157,26,1,1
