time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-23 00:00:00+00:00,0,0,0,0
2026-07-24 00:00:00+00:00,30,7,0,0
2026-07-25 00:00:00+00:00,4,3,0,0
2026-07-26 00:00:00+00:00,4,4,0,0
2026-07-27 00:00:00+00:00,3,3,0,0
2026-07-28 00:00:00+00:00,1871,117,12,2
2026-07-29 00:00:00+00:00,65,16,12,5
2026-07-30 00:00:00+00:00,72,35,3,2
2026-07-31 00:00:00+00:00,46,11,6,1
2026-08-01 00:00:00+00:00,13,7,0,0
2026-08-02 00:00:00+00:00,7,4,6,1
2026-08-03 00:00:00+00:00,7,4,5,5
2026-08-04 00:00:00+00:00,38,9,0,0
2026-08-05 00:00:00+00:00,124,14,4,1
