time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-06 00:00:00+00:00,219,29,8,5
2026-08-07 00:00:00+00:00,10,7,16,4
2026-08-08 00:00:00+00:00,18,10,26,3
2026-08-09 00:00:00+00:00,5,2,3,1
2026-08-10 00:00:00+00:00,26,14,0,0
2026-08-11 00:00:00+00:00,13,5,1,1
2026-08-12 00:00:00+00:00,157,26,1,1
2026-08-13 00:00:00+00:00,8,5,1,1
2026-08-14 00:00:00+00:00,7,3,0,0
2026-08-15 00:00:00+00:00,17,11,26,3
2026-08-16 00:00:00+00:00,193,28,3,3
2026-08-17 00:00:00+00:00,9,6,1,1
2026-08-18 00:00:00+00:00,7,4,44,3
2026-08-19 00:00:00+00:00,50,4,22,1
