url_path,views_total,views_unique
/Create-Python-App/create-python-app,6,5
/Create-Python-App/create-python-app/pull/287,2,2
/Create-Python-App/create-python-app/pull/288,2,2
/Create-Python-App/create-python-app/pull/290,2,2
/Create-Python-App/create-python-app/pull/291,2,2
/Create-Python-App/create-python-app/blob/main/.pre-commit-config.yaml,2,1
/Create-Python-App/create-python-app/blob/main/pyproject.toml,2,1
/Create-Python-App/create-python-app/blob/main/Makefile,1,1
/Create-Python-App/create-python-app/blob/main/README.md,1,1
/Create-Python-App/create-python-app/blob/main/SECURITY.md,1,1
