time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-26 00:00:00+00:00,14,3,2,2
2026-07-27 00:00:00+00:00,15,3,1,1
2026-07-28 00:00:00+00:00,62,23,3,1
2026-07-29 00:00:00+00:00,12,1,0,0
2026-07-30 00:00:00+00:00,32,4,2,2
2026-07-31 00:00:00+00:00,15,2,4,1
2026-08-01 00:00:00+00:00,15,4,1,1
2026-08-02 00:00:00+00:00,12,1,0,0
2026-08-03 00:00:00+00:00,14,2,0,0
2026-08-04 00:00:00+00:00,15,4,0,0
2026-08-05 00:00:00+00:00,13,2,0,0
2026-08-06 00:00:00+00:00,30,11,2,1
2026-08-07 00:00:00+00:00,33,16,6,1
2026-08-08 00:00:00+00:00,15,4,0,0
