time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-04 00:00:00+00:00,15,4,0,0
2026-08-05 00:00:00+00:00,13,2,0,0
2026-08-06 00:00:00+00:00,30,11,2,1
2026-08-07 00:00:00+00:00,33,16,6,1
2026-08-08 00:00:00+00:00,15,4,0,0
2026-08-09 00:00:00+00:00,29,4,9,1
2026-08-10 00:00:00+00:00,14,2,0,0
2026-08-11 00:00:00+00:00,13,2,0,0
2026-08-12 00:00:00+00:00,13,2,0,0
2026-08-13 00:00:00+00:00,43,10,0,0
2026-08-14 00:00:00+00:00,21,3,0,0
2026-08-15 00:00:00+00:00,13,2,0,0
2026-08-16 00:00:00+00:00,12,1,0,0
2026-08-17 00:00:00+00:00,18,5,0,0
