url_path,views_total,views_unique
/Create-Python-App/create-python-app,8,3
/Create-Python-App/create-python-app/pulls,3,1
/Create-Python-App/create-python-app/issues,2,1
/Create-Python-App/create-python-app/actions/workflows/test.yml,1,1
/Create-Python-App/create-python-app/blob/HEAD/.github/workflows/publish.yml,1,1
/Create-Python-App/create-python-app/issues/266,1,1
/Create-Python-App/create-python-app/issues/274,1,1
/Create-Python-App/create-python-app/pull/277,1,1
/Create-Python-App/create-python-app/pull/277/changes,1,1
/Create-Python-App/create-python-app/security,1,1
