time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-10 00:00:00+00:00,255,46,1,1
2026-09-11 00:00:00+00:00,30,11,4,4
2026-09-12 00:00:00+00:00,15,4,2,1
2026-09-13 00:00:00+00:00,12,1,2,2
2026-09-14 00:00:00+00:00,13,1,1,1
2026-09-15 00:00:00+00:00,70,20,5,2
2026-09-16 00:00:00+00:00,27,11,0,0
2026-09-17 00:00:00+00:00,60,11,1,1
2026-09-18 00:00:00+00:00,14,3,3,2
2026-09-19 00:00:00+00:00,14,3,0,0
2026-09-20 00:00:00+00:00,15,3,0,0
2026-09-21 00:00:00+00:00,14,2,10,7
2026-09-22 00:00:00+00:00,13,2,0,0
2026-09-23 00:00:00+00:00,12,1,0,0
