time_iso8601,stars_cumulative
2022-08-09 00:00:00+00:00,1
2022-09-01 00:00:00+00:00,2
2022-10-04 00:00:00+00:00,3
2023-01-11 00:00:00+00:00,4
2023-02-07 00:00:00+00:00,5
2023-10-17 00:00:00+00:00,12
2023-10-24 00:00:00+00:00,13
2023-10-31 00:00:00+00:00,14
2025-01-30 00:00:00+00:00,15
