time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-28 00:00:00+00:00,26,12,,
2024-02-29 00:00:00+00:00,25,12,,
2024-03-01 00:00:00+00:00,27,12,,
2024-03-02 00:00:00+00:00,24,13,,
2024-03-03 00:00:00+00:00,24,12,,
2024-03-04 00:00:00+00:00,28,13,24.0,2.0
2024-03-05 00:00:00+00:00,24,12,11.0,4.0
2024-03-06 00:00:00+00:00,26,12,6.0,4.0
2024-03-07 00:00:00+00:00,31,14,1.0,1.0
2024-03-08 00:00:00+00:00,17,11,2.0,2.0
2024-03-09 00:00:00+00:00,17,12,,
2024-03-10 00:00:00+00:00,16,11,,
2024-03-11 00:00:00+00:00,19,13,4.0,4.0
2024-03-12 00:00:00+00:00,6,1,2.0,2.0
