time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-10 00:00:00+00:00,16,11,,
2024-03-11 00:00:00+00:00,19,13,4.0,4.0
2024-03-12 00:00:00+00:00,16,11,2.0,2.0
2024-03-13 00:00:00+00:00,16,11,,
2024-03-14 00:00:00+00:00,17,11,4.0,1.0
2024-03-15 00:00:00+00:00,17,11,12.0,1.0
2024-03-16 00:00:00+00:00,16,11,3.0,1.0
2024-03-17 00:00:00+00:00,16,11,,
2024-03-18 00:00:00+00:00,19,13,1.0,1.0
2024-03-19 00:00:00+00:00,16,11,1.0,1.0
2024-03-20 00:00:00+00:00,16,11,,
2024-03-21 00:00:00+00:00,17,11,,
2024-03-22 00:00:00+00:00,16,11,,
2024-03-23 00:00:00+00:00,6,1,,
