time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,69,31,,
2025-12-08 00:00:00+00:00,60,32,1.0,1.0
2025-12-09 00:00:00+00:00,50,31,2.0,1.0
2025-12-10 00:00:00+00:00,57,27,1.0,1.0
2025-12-11 00:00:00+00:00,68,33,2.0,2.0
2025-12-12 00:00:00+00:00,57,30,1.0,1.0
2025-12-13 00:00:00+00:00,60,30,,
2025-12-14 00:00:00+00:00,60,28,,
2025-12-15 00:00:00+00:00,77,37,,
2025-12-16 00:00:00+00:00,76,40,,
2025-12-17 00:00:00+00:00,71,34,,
2025-12-18 00:00:00+00:00,64,33,,
2025-12-19 00:00:00+00:00,66,32,,
2025-12-20 00:00:00+00:00,39,5,,
