time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-24 00:00:00+00:00,12,5,,
2024-07-25 00:00:00+00:00,22,7,,
2024-07-26 00:00:00+00:00,12,5,,
2024-07-27 00:00:00+00:00,7,2,,
2024-07-28 00:00:00+00:00,25,9,1.0,1.0
2024-07-29 00:00:00+00:00,31,9,,
2024-07-30 00:00:00+00:00,16,4,,
2024-07-31 00:00:00+00:00,13,6,1.0,1.0
2024-08-01 00:00:00+00:00,13,4,,
2024-08-02 00:00:00+00:00,13,5,,
2024-08-03 00:00:00+00:00,9,4,,
2024-08-04 00:00:00+00:00,32,10,,
2024-08-05 00:00:00+00:00,25,8,,
2024-08-06 00:00:00+00:00,6,1,,
