time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-19 00:00:00+00:00,27,15,3.0,1.0
2025-03-20 00:00:00+00:00,45,15,,
2025-03-21 00:00:00+00:00,39,16,,
2025-03-22 00:00:00+00:00,42,15,,
2025-03-23 00:00:00+00:00,37,17,,
2025-03-24 00:00:00+00:00,35,15,3.0,1.0
2025-03-25 00:00:00+00:00,40,15,1.0,1.0
2025-03-26 00:00:00+00:00,26,14,,
2025-03-27 00:00:00+00:00,28,15,,
2025-03-28 00:00:00+00:00,28,15,,
2025-03-29 00:00:00+00:00,38,16,,
2025-03-30 00:00:00+00:00,29,15,3.0,1.0
2025-03-31 00:00:00+00:00,34,16,16.0,3.0
2025-04-01 00:00:00+00:00,26,3,9.0,1.0
