time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-07 00:00:00+00:00,10,2,3,2
2025-05-08 00:00:00+00:00,9,2,6,2
2025-05-09 00:00:00+00:00,8,1,2,2
2025-05-10 00:00:00+00:00,18,4,2,2
2025-05-11 00:00:00+00:00,9,2,9,4
2025-05-12 00:00:00+00:00,8,1,17,9
2025-05-13 00:00:00+00:00,8,1,2,2
2025-05-14 00:00:00+00:00,11,3,20,3
2025-05-15 00:00:00+00:00,8,1,17,3
2025-05-16 00:00:00+00:00,8,1,7,7
2025-05-17 00:00:00+00:00,8,1,4,2
2025-05-18 00:00:00+00:00,10,3,2,1
2025-05-19 00:00:00+00:00,9,2,5,3
2025-05-20 00:00:00+00:00,8,1,6,1
