time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-03 00:00:00+00:00,8,1,2,2
2024-02-04 00:00:00+00:00,81,13,63,5
2024-02-05 00:00:00+00:00,34,5,33,10
2024-02-06 00:00:00+00:00,11,3,54,11
2024-02-07 00:00:00+00:00,9,1,18,5
2024-02-08 00:00:00+00:00,9,2,4,4
2024-02-09 00:00:00+00:00,8,1,18,11
2024-02-10 00:00:00+00:00,10,3,11,6
2024-02-11 00:00:00+00:00,10,2,4,3
2024-02-12 00:00:00+00:00,16,3,2,2
2024-02-13 00:00:00+00:00,8,1,12,3
2024-02-14 00:00:00+00:00,9,1,4,4
2024-02-15 00:00:00+00:00,8,1,12,6
2024-02-16 00:00:00+00:00,9,2,7,7
