time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-23 00:00:00+00:00,10,3,9,2
2025-06-24 00:00:00+00:00,8,1,6,6
2025-06-25 00:00:00+00:00,9,1,5,5
2025-06-26 00:00:00+00:00,9,2,7,6
2025-06-27 00:00:00+00:00,13,2,6,5
2025-06-28 00:00:00+00:00,9,2,4,3
2025-06-29 00:00:00+00:00,10,2,4,3
2025-06-30 00:00:00+00:00,11,2,1,1
2025-07-01 00:00:00+00:00,8,1,6,3
2025-07-02 00:00:00+00:00,9,1,3,2
2025-07-03 00:00:00+00:00,9,2,4,3
2025-07-04 00:00:00+00:00,10,3,6,3
2025-07-05 00:00:00+00:00,9,2,3,2
2025-07-06 00:00:00+00:00,8,1,8,4
