time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-13 00:00:00+00:00,9,2,,
2025-07-14 00:00:00+00:00,10,3,3.0,3.0
2025-07-15 00:00:00+00:00,10,3,10.0,6.0
2025-07-16 00:00:00+00:00,9,1,5.0,4.0
2025-07-17 00:00:00+00:00,8,1,7.0,5.0
2025-07-18 00:00:00+00:00,8,1,8.0,3.0
2025-07-19 00:00:00+00:00,10,3,3.0,3.0
2025-07-20 00:00:00+00:00,8,1,5.0,3.0
2025-07-21 00:00:00+00:00,43,9,3.0,3.0
2025-07-22 00:00:00+00:00,8,1,6.0,3.0
2025-07-23 00:00:00+00:00,10,1,4.0,4.0
2025-07-24 00:00:00+00:00,9,2,4.0,2.0
2025-07-25 00:00:00+00:00,10,3,2.0,2.0
2025-07-26 00:00:00+00:00,9,2,,
