time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-04 00:00:00+00:00,8,1,11,7
2023-11-05 00:00:00+00:00,8,1,12,4
2023-11-06 00:00:00+00:00,9,2,26,7
2023-11-07 00:00:00+00:00,12,3,12,8
2023-11-08 00:00:00+00:00,8,1,67,11
2023-11-09 00:00:00+00:00,8,1,10,7
2023-11-10 00:00:00+00:00,8,1,16,8
2023-11-11 00:00:00+00:00,13,2,8,7
2023-11-12 00:00:00+00:00,22,6,65,5
2023-11-13 00:00:00+00:00,13,5,66,8
2023-11-14 00:00:00+00:00,9,2,16,6
2023-11-15 00:00:00+00:00,9,2,14,12
2023-11-16 00:00:00+00:00,8,1,23,9
2023-11-17 00:00:00+00:00,8,1,7,7
