time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-09 00:00:00+00:00,8,1,16.0,2.0
2024-03-10 00:00:00+00:00,9,2,,
2024-03-11 00:00:00+00:00,15,3,17.0,7.0
2024-03-12 00:00:00+00:00,10,3,48.0,16.0
2024-03-13 00:00:00+00:00,12,2,12.0,11.0
2024-03-14 00:00:00+00:00,9,2,61.0,11.0
2024-03-15 00:00:00+00:00,18,3,11.0,4.0
2024-03-16 00:00:00+00:00,44,3,18.0,5.0
2024-03-17 00:00:00+00:00,35,2,6.0,5.0
2024-03-18 00:00:00+00:00,45,3,15.0,5.0
2024-03-19 00:00:00+00:00,65,2,25.0,12.0
2024-03-20 00:00:00+00:00,30,2,2.0,2.0
2024-03-21 00:00:00+00:00,11,2,9.0,6.0
2024-03-22 00:00:00+00:00,9,2,13.0,3.0
