time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-03 00:00:00+00:00,,,1.0,1.0
2025-12-04 00:00:00+00:00,1.0,1.0,,
2025-12-05 00:00:00+00:00,,,2.0,2.0
2025-12-06 00:00:00+00:00,,,1.0,1.0
2025-12-07 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-12-09 00:00:00+00:00,1.0,1.0,3.0,3.0
2025-12-10 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-12-11 00:00:00+00:00,,,73.0,5.0
2025-12-12 00:00:00+00:00,,,10.0,5.0
2025-12-13 00:00:00+00:00,1.0,1.0,,
2025-12-15 00:00:00+00:00,3.0,2.0,,
2025-12-16 00:00:00+00:00,,,8.0,2.0
