url_path,views_total,views_unique
/nanlabs/terraform-aws-starter,15,11
/nanlabs/terraform-aws-starter/tree/main/modules,10,5
/nanlabs/terraform-aws-starter/tree/main/live/common-infra,8,4
/nanlabs/terraform-aws-starter/tree/main/live/terraform-backend,8,2
/nanlabs/terraform-aws-starter/tree/main/modules/vpc,6,3
/nanlabs/terraform-aws-starter/tree/main/live,5,4
/nanlabs/terraform-aws-starter/tree/main/.github/workflows,5,3
/nanlabs/terraform-aws-starter/blob/main/modules/amplify-app/docs/MODULE.md,4,1
/nanlabs/terraform-aws-starter/blob/main/modules/bastion/ec2.tf,4,1
/nanlabs/terraform-aws-starter/tree/main/live/terraform-backend/configs,4,1
