time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-06 00:00:00+00:00,,,23.0,4.0
2025-05-07 00:00:00+00:00,,,2.0,2.0
2025-05-08 00:00:00+00:00,,,3.0,3.0
2025-05-09 00:00:00+00:00,,,15.0,4.0
2025-05-10 00:00:00+00:00,2.0,2.0,19.0,2.0
2025-05-11 00:00:00+00:00,,,3.0,2.0
2025-05-12 00:00:00+00:00,2.0,1.0,8.0,2.0
2025-05-13 00:00:00+00:00,1.0,1.0,22.0,4.0
2025-05-14 00:00:00+00:00,3.0,3.0,28.0,4.0
2025-05-15 00:00:00+00:00,,,3.0,3.0
2025-05-16 00:00:00+00:00,1.0,1.0,12.0,2.0
2025-05-17 00:00:00+00:00,2.0,2.0,,
2025-05-18 00:00:00+00:00,,,141.0,3.0
2025-05-19 00:00:00+00:00,,,1.0,1.0
