time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-22 00:00:00+00:00,,,1.0,1.0
2024-01-23 00:00:00+00:00,,,29.0,2.0
2024-01-24 00:00:00+00:00,6.0,3.0,25.0,1.0
2024-01-25 00:00:00+00:00,2.0,2.0,11.0,4.0
2024-01-26 00:00:00+00:00,,,7.0,2.0
2024-01-27 00:00:00+00:00,2.0,1.0,2.0,1.0
2024-01-28 00:00:00+00:00,2.0,2.0,,
2024-01-29 00:00:00+00:00,,,13.0,2.0
2024-01-30 00:00:00+00:00,,,9.0,2.0
2024-02-02 00:00:00+00:00,1.0,1.0,129.0,1.0
2024-02-03 00:00:00+00:00,2.0,1.0,,
2024-02-04 00:00:00+00:00,,,9.0,1.0
