time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-08 00:00:00+00:00,2.0,1.0,3.0,1.0
2024-02-09 00:00:00+00:00,3.0,2.0,12.0,2.0
2024-02-10 00:00:00+00:00,3.0,2.0,,
2024-02-12 00:00:00+00:00,1.0,1.0,30.0,4.0
2024-02-13 00:00:00+00:00,1.0,1.0,13.0,1.0
2024-02-14 00:00:00+00:00,,,18.0,2.0
2024-02-16 00:00:00+00:00,2.0,1.0,,
2024-02-17 00:00:00+00:00,2.0,1.0,1.0,1.0
2024-02-19 00:00:00+00:00,,,53.0,2.0
2024-02-20 00:00:00+00:00,2.0,1.0,9.0,1.0
2024-02-21 00:00:00+00:00,4.0,3.0,1.0,1.0
