url_path,views_total,views_unique
/nanlabs/terraform-aws-starter,9,7
/nanlabs/terraform-aws-starter/blob/main/live/terraform-backend/README.md,7,2
/nanlabs/terraform-aws-starter/tree/main/modules,4,1
/nanlabs/terraform-aws-starter/tree/main/modules/docdb,2,1
/nanlabs/terraform-aws-starter/blob/main/apps/start-stop-ec2-instances/serverless.yml,1,1
/nanlabs/terraform-aws-starter/blob/main/.envrc.example,1,1
/nanlabs/terraform-aws-starter/blob/main/modules/amplify-app/variables.tf,1,1
/nanlabs/terraform-aws-starter/blob/main/modules/docdb/docdb.tf,1,1
/nanlabs/terraform-aws-starter/edit/main/modules/docdb/README.md,1,1
/nanlabs/terraform-aws-starter/tree/main/apps/start-stop-ec2-instances,1,1
