time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-03 00:00:00+00:00,0,0,0,0
2026-09-04 00:00:00+00:00,0,0,0,0
2026-09-05 00:00:00+00:00,0,0,0,0
2026-09-06 00:00:00+00:00,0,0,0,0
2026-09-07 00:00:00+00:00,0,0,0,0
2026-09-08 00:00:00+00:00,0,0,0,0
2026-09-09 00:00:00+00:00,0,0,0,0
2026-09-10 00:00:00+00:00,0,0,0,0
2026-09-11 00:00:00+00:00,0,0,0,0
2026-09-12 00:00:00+00:00,0,0,0,0
2026-09-13 00:00:00+00:00,0,0,0,0
2026-09-14 00:00:00+00:00,0,0,0,0
2026-09-15 00:00:00+00:00,0,0,0,0
2026-09-16 00:00:00+00:00,138,40,4,1
2026-09-17 00:00:00+00:00,27,15,0,0
2026-09-18 00:00:00+00:00,59,29,0,0
2026-09-19 00:00:00+00:00,20,11,0,0
2026-09-20 00:00:00+00:00,5,2,0,0
