url_path,views_total,views_unique
/Create-Python-App/cpa-templates,91,11
/Create-Python-App/cpa-templates/issues,70,5
/Create-Python-App/cpa-templates/pulls,45,7
/Create-Python-App/cpa-templates/pull/149,17,2
/Create-Python-App/cpa-templates/pull/138,14,2
/Create-Python-App/cpa-templates/issues/123,12,4
/Create-Python-App/cpa-templates/pull/114,9,4
/Create-Python-App/cpa-templates/issues/124,9,1
/Create-Python-App/cpa-templates/issues/151,8,1
/Create-Python-App/cpa-templates/graphs/contributors,7,3
