time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-05 00:00:00+00:00,3,2,1,1
2026-09-06 00:00:00+00:00,61,3,3,2
2026-09-07 00:00:00+00:00,57,12,7,3
2026-09-08 00:00:00+00:00,12,9,2,1
2026-09-09 00:00:00+00:00,5,4,2,1
2026-09-10 00:00:00+00:00,2352,165,3,3
2026-09-11 00:00:00+00:00,17,13,17,14
2026-09-12 00:00:00+00:00,13,8,2,1
2026-09-13 00:00:00+00:00,89,6,5,1
2026-09-14 00:00:00+00:00,140,12,1,1
2026-09-15 00:00:00+00:00,449,38,5,4
2026-09-16 00:00:00+00:00,337,29,16,6
2026-09-17 00:00:00+00:00,32,26,4,2
2026-09-18 00:00:00+00:00,28,8,26,2
