url_path,views_total,views_unique
/Create-Python-App/cpa-templates,79,10
/Create-Python-App/cpa-templates/issues,76,5
/Create-Python-App/cpa-templates/pulls,41,6
/Create-Python-App/cpa-templates/pull/138,14,2
/Create-Python-App/cpa-templates/issues/123,12,4
/Create-Python-App/cpa-templates/pull/114,12,4
/Create-Python-App/cpa-templates/graphs/contributors,9,3
/Create-Python-App/cpa-templates/issues/100,9,1
/Create-Python-App/cpa-templates/issues/71,8,3
/Create-Python-App/cpa-templates/issues/130,7,1
