time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-17 00:00:00+00:00,531,23,2,2
2026-08-18 00:00:00+00:00,4,3,4,1
2026-08-19 00:00:00+00:00,20,9,2,1
2026-08-20 00:00:00+00:00,45,30,4,3
2026-08-21 00:00:00+00:00,5,4,2,2
2026-08-22 00:00:00+00:00,13,2,7,7
2026-08-23 00:00:00+00:00,1148,51,0,0
2026-08-24 00:00:00+00:00,462,46,0,0
2026-08-25 00:00:00+00:00,201,10,0,0
2026-08-26 00:00:00+00:00,121,6,0,0
2026-08-27 00:00:00+00:00,13,11,1,1
2026-08-28 00:00:00+00:00,8,8,0,0
2026-08-29 00:00:00+00:00,45,23,0,0
2026-08-30 00:00:00+00:00,84,23,2,1
