time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-18 00:00:00+00:00,576,169,26,5
2026-07-19 00:00:00+00:00,50,6,0,0
2026-07-20 00:00:00+00:00,22,19,10,3
2026-07-21 00:00:00+00:00,3,3,7,1
2026-07-22 00:00:00+00:00,603,140,5,2
2026-07-23 00:00:00+00:00,117,74,48,3
2026-07-24 00:00:00+00:00,110,66,47,5
2026-07-25 00:00:00+00:00,5,4,1,1
2026-07-26 00:00:00+00:00,55,5,4,1
2026-07-27 00:00:00+00:00,340,33,36,4
2026-07-28 00:00:00+00:00,276,30,32,4
2026-07-29 00:00:00+00:00,6,5,4,1
2026-07-30 00:00:00+00:00,17,14,5,1
2026-07-31 00:00:00+00:00,55,5,4,2
