time_iso8601,forks_cumulative
2022-10-05 00:00:00+00:00,2
2022-10-17 00:00:00+00:00,3
2022-10-20 00:00:00+00:00,4
2022-10-27 00:00:00+00:00,5
2023-02-01 00:00:00+00:00,6
2023-05-05 00:00:00+00:00,7
2023-06-26 00:00:00+00:00,8
2023-10-02 00:00:00+00:00,10
