time_iso8601,stars_cumulative
2022-08-08 00:00:00+00:00,1
2022-08-09 00:00:00+00:00,5
2022-09-01 00:00:00+00:00,6
2022-11-01 00:00:00+00:00,7
2022-11-18 00:00:00+00:00,8
2023-02-07 00:00:00+00:00,9
2023-03-12 00:00:00+00:00,10
2023-05-05 00:00:00+00:00,11
2023-06-01 00:00:00+00:00,12
2023-10-17 00:00:00+00:00,18
2023-10-19 00:00:00+00:00,19
2023-10-24 00:00:00+00:00,20
