time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-15 00:00:00+00:00,96,27,3,2
2026-07-16 00:00:00+00:00,405,63,11,7
2026-07-17 00:00:00+00:00,576,57,18,3
2026-07-18 00:00:00+00:00,218,15,35,4
2026-07-19 00:00:00+00:00,98,5,10,2
2026-07-20 00:00:00+00:00,9,5,0,0
2026-07-21 00:00:00+00:00,208,34,6,1
2026-07-22 00:00:00+00:00,504,107,1,1
2026-07-23 00:00:00+00:00,109,50,9,3
2026-07-24 00:00:00+00:00,40,9,11,2
2026-07-25 00:00:00+00:00,3,3,0,0
2026-07-26 00:00:00+00:00,364,26,1,1
2026-07-27 00:00:00+00:00,359,42,3,2
2026-07-28 00:00:00+00:00,79,30,3,2
