time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-05 00:00:00+00:00,3,3,0,0
2026-09-06 00:00:00+00:00,167,25,14,1
2026-09-07 00:00:00+00:00,124,16,18,3
2026-09-08 00:00:00+00:00,195,19,28,4
2026-09-09 00:00:00+00:00,1214,133,16,4
2026-09-10 00:00:00+00:00,4527,172,47,22
2026-09-11 00:00:00+00:00,32,19,13,6
2026-09-12 00:00:00+00:00,25,15,7,2
2026-09-13 00:00:00+00:00,102,2,8,2
2026-09-14 00:00:00+00:00,11,11,7,2
2026-09-15 00:00:00+00:00,499,46,20,6
2026-09-16 00:00:00+00:00,10,7,15,4
2026-09-17 00:00:00+00:00,43,37,12,3
2026-09-18 00:00:00+00:00,3,3,15,3
