time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,95,1,0,0
2026-08-03 00:00:00+00:00,6,5,1,1
2026-08-04 00:00:00+00:00,36,6,0,0
2026-08-05 00:00:00+00:00,32,9,2,1
2026-08-06 00:00:00+00:00,2146,122,48,3
2026-08-07 00:00:00+00:00,6,6,4,3
2026-08-08 00:00:00+00:00,101,72,0,0
2026-08-09 00:00:00+00:00,101,6,0,0
2026-08-10 00:00:00+00:00,25,22,0,0
2026-08-11 00:00:00+00:00,35,12,0,0
2026-08-12 00:00:00+00:00,7,7,0,0
2026-08-13 00:00:00+00:00,56,56,2,2
2026-08-14 00:00:00+00:00,4,4,0,0
2026-08-15 00:00:00+00:00,2,2,0,0
