url_path,views_total,views_unique
/Create-Node-App/cna-templates,11,3
/Create-Node-App/cna-templates/pulls,10,1
/Create-Node-App/cna-templates/pull/331,4,2
/Create-Node-App/cna-templates/pull/346,4,1
/Create-Node-App/cna-templates/tree/main/templates,3,1
/Create-Node-App/cna-templates/tree/main/templates/turborepo-starter,3,1
/Create-Node-App/cna-templates/issues/329,2,2
/Create-Node-App/cna-templates/actions,2,1
/Create-Node-App/cna-templates/blob/main/templates/react-vite-starter/template/README.md.template,2,1
/Create-Node-App/cna-templates/issues,2,1
